"FUZE Fabric #","Wash","Customer Fabric Code","Factory Fabric Code","Brand","Textile Mill (Treatment)","Application Method","Application Recipe","Fabric Content #1","% Content 1","Fabric Content #2","% Content 2","Fabric Content #3","% Content 3","Fabric Finish Note","Fabric Construction Description","Fabric Color","Fuze Treatment Location","Fuze Application Date","Fabric Submission Document","Fabric Submission Document : URL","Fabric Submission Image","Fabric Submission Image : URL","Textile Mill","Full Width","Weight (gsm)","Yarn / Filament","Note","Fuze application Date","Fuze treatment Location","Weight
(gsm) ","Pad Recipe","Production Trial Completed","ICP Sent","ICP RCVD","ICP Passed","AMB Sent","AMB RCVD","AMB Pass","Category","Program Name"," Status Note","STATUS","PTC#","ICP Sent#","ICP RCVD#","ICP Passed#","AMB Sent#","AMB RCVD#","AMB PASS#","Progress Count","Progress Percentage","Progress Percentage Numeric","Record ID"
"1386","0","DPS 022-L","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Polyester","71%","Spandex","29%","","0%","","Knit","Black","","01/02/2025","","","","","Leeven","160/155cm","215","","","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0c1aeaaf02c8b3db25"
"1387","10","DPS 022-L","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Polyester","71%","Spandex","29%","","0%","","Knit","Black","","01/02/2025","","","","","Leeven","160/155cm","215","","","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0c1aeaaf02c8b3db29"
"1388","0","DPS 044-L","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5 Air/Other","Polyester","71%","Spandex","29%","","0%","","","Pale Blue","","01/02/2025","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0c1aeaaf02c8b3db2c"
"1389","0","DPS 044-L","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO4.5 Air/Other","Polyester","71%","Spandex","29%","","0%","","","Pale Blue","","01/02/2025","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0c1aeaaf02c8b3db30"
"1390","0","DPS 022-J","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO5 Air/Other","Polyester","71%","Spandex","29%","","0%","","Knit","Black","","01/02/2025","","","","","JieDian","160/155cm","215","","","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0c1aeaaf02c8b3db33"
"1391","10","DPS 022-J","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO5 Air/Other","Polyester","71%","Spandex","29%","","0%","","Knit","Black","","01/02/2025","","","","","JieDian","160/155cm","215","","","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0c1aeaaf02c8b3db36"
"1392","0","DPS 022-J","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Polyester","71%","Spandex","29%","","0%","","Knit","Black","","01/02/2025","","","","","JieDian","160/155cm","215","","","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db39"
"1393","10","DPS 022-J","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Polyester","71%","Spandex","29%","","0%","","Knit","Black","","01/02/2025","","","","","JieDian","160/155cm","215","","","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db3c"
"1394","0","Cavico - Red","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO5 Air/Other","Recycled Polyester","65%","Spandex","35%","","0%","","Knit","Red","","01/02/2025","","","","","NA","155/150cm","190","","<30CFU/ml","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db3f"
"1395","0","Cavico - Black ","","","","spray","2 ppm 8 pump 12 Fabric 0.02 ISO5.5 Air/Other","Recycled Polyester","65%","Spandex","35%","","0%","","Knit","Black","","01/02/2025","","","","","NA","155/150cm","190","","<30CFU/ml","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db42"
"1396","0","LQ-T776-304","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Cotton","98%","Spandex","2%","","0%","","Woven","Grey","","01/02/2025","","","","","Lucky Textile","142.24cm","263","","<30CFU/ml","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db45"
"1397","0","LX1288R","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Cotton","75%","Polyester","23%"," ","0%","","Woven","","","01/02/2025","","","","","Lucky Textile","142cm","347","","weft yarn Unifi sorbtek moisture absorption and perspiration","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db48"
"1398","0","LQ-T776-304","","","","spray","1.5 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Cotton","98%","Spandex","2%"," ","0%","","Woven","Green","","01/02/2025","","","","","Lucky Textile","142.24cm","263",""," before treatment","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db4b"
"1399","0","LX1288R","","","","spray","1.5 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Cotton","75%","Polyester","23%"," ","0%","","Woven","Denim","","01/02/2025","","","","","Lucky Textile","142cm","347","","weft yarn Unifi sorbtek moisture absorption and perspiration","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db4e"
"1400","0","LQ-T2244-204","","","","spray","1.5 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","cotton","60%","Repreve Sorbtek 365","38%","Spandex","2%","","Woven","Black","","01/02/2025","","","","","Lucky Textile","60""","8","","weft yarn Unifi sorbtek moisture absorption and perspiration","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db51"
"1401","0","LQ-T2244-204","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","cotton","60%","Repreve Sorbtek 365","38%","Spandex","2%","","Woven","Black","","01/02/2025","","","","","Lucky Textile","60""","8","","weft yarn Unifi sorbtek moisture absorption and perspiration","10/21/19","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db54"
"1402","0","AA0281","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO- Air/Other","Polyester","74%","Spandex","26%"," ","0%","","Knit","Black ","","01/02/2025","","","","","","64""","183","","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db57"
"1403","0","KS0146WN","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Nylon","61%","Spandex","39%"," ","0%","","Knit","Black ","","01/02/2025","","","","","N/A","N/A","0","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db5a"
"1404","0","SS0133WN","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Polyester","67%","Cupro","25%","Spandex","8%","","Knit","Blue","","01/02/2025","","","","","N/A","N/A","0","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db5d"
"1405","0","TSP50015-D","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Recycled Polyester","87%","Spandex","13%"," ","0%","","Knit","Black ","","01/02/2025","","","","","N/A","N/A","0","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db60"
"1406","0","TSP50015-D","","","","spray","10 ppm 10 pump 10 Fabric 0.02 ISO5.5 Air/Other","Recycled Polyester","87%","Spandex","13%"," ","0%","","Knit","Black ","","01/02/2025","","","","","N/A","N/A","0","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db63"
"1407","0","TSP50014-D","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO5.5 Air/Other","Recycled Polyester","87%","Spandex","13%"," ","0%","","Knit","Orange ","","01/02/2025","","","","","N/A","N/A","0","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db66"
"1408","0","TSP50014-D","","","","spray","10 ppm 10 pump 10 Fabric 0.02 ISO5.5 Air/Other","Recycled Polyester","87%","Spandex","13%"," ","0%","","Knit","Orange ","","01/02/2025","","","","","N/A","N/A","0","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db69"
"1409","0","ASF79076","","","","spray","Thor ppm  pump  Fabric 0.02 ISO Air/Other","Nylon","100%","","0%","","0%","","","Khaki","","01/02/2025","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db6c"
"1410","0","TLA187/TE386-1","","","","spray"," ppm  pump  Fabric  ISO Air/Other","Polyester","100%"," ","0%"," ","0%","","Knit","","","01/02/2025","","","","","","145cm","389","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db6f"
"1411","0","W937-1","","","","spray","10 ppm 8 pump - Fabric  ISOpre-washed Air/Other","Polyester","85%","Spandex","15%","","0%","","Knit","White","","01/02/2025","","","","","NA","152","250","","A Pre-washed before treatment , 10ppm 8ml/min 0% x2times, 5ppm, 2% hand spray","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db72"
"1412","0","W937-1","","","","spray","10 ppm 8 pump - Fabric  ISOno washed Air/Other","Polyester","85%","Spandex","15%","","0%","","Knit","White","","01/02/2025","","","","","NA","152","250","","C No washed before treatment, 10ppm 8ml/min 0% x2times, 5ppm, 2% hand spray","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0d1aeaaf02c8b3db75"
"1413","0","A1 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated dry, Au/Ag ","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db78"
"1414","10","A1 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated dry, Au/Ag ","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db7b"
"1415","0","A3 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated dry, Au/Ag ","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db7e"
"1416","10","A3 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated dry, Au/Ag ","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db81"
"1417","0","B1 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated dry, Ag only","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db84"
"1418","10","B1 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated dry, Ag only","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db87"
"1419","0","B3 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated dry, Ag only","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db8a"
"1420","10","B3 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated dry, Ag only","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db8d"
"1421","0","C1 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated dry, Combo (Au+Ag)","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db90"
"1422","10","C1 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated dry, Combo (Au+Ag)","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db93"
"1423","0","C3 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated dry, Combo (Au+Ag)","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db96"
"1424","10","C3 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated dry, Combo (Au+Ag)","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db99"
"1425","0","AA0664 - Bulk ","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO- Air/Other","Nylon","56%","Polyester","33%","Spandex","11%","","Knit","White/Gray space dye","","01/02/2025","","","","","N/A","60""","179","","Treated by the factory ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db9c"
"1426","10","AA0664 - Bulk ","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO- Air/Other","Nylon","56%","Polyester","33%","Spandex","11%","","Knit","White/Gray space dye","","01/02/2025","","","","","N/A","60""","179","","Treated by the factory ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3db9f"
"1427","0","AA0664 - Bulk ","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO- Air/Other","Nylon","56%","Polyester","33%","Spandex","11%","","Knit","After Party","","01/02/2025","","","","","N/A","60""","179","","","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3dba2"
"1428","0","AA0281","","","","spray","2 ppm 7 pump 10 Fabric 0.02 ISO Air/Other","Polyester","74%","Spandex","26%","  ","0%","","Knit","Black ","","01/02/2025","","","","","","64""","183","","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0e1aeaaf02c8b3dba5"
"1429","0","AA0281(test with new broth)","","","","spray","2 ppm 7 pump 10 Fabric 0.02 ISO Air/Other","Polyester","74%","Spandex","26%"," ","0%","","Knit","Black ","","01/02/2025","","","","","","64""","183","","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dba8"
"1430","0","AA0281","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","74%","Spandex","26%"," ","0%","","Knit","Black ","","01/02/2025","","","","","","64""","183","","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dbab"
"1431","0","AA0281(test with new broth)","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","74%","Spandex","26%"," ","0%","","Knit","Black ","","01/02/2025","","","","","","64""","183","","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dbae"
"1432","0","KS0146WN","","","","spray","1.5 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","61%","Spandex","39%"," ","0%","","Knit","Black ","","01/02/2025","","","","","N/A","142cm","180","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dbb1"
"1433","0","SS0133WN","","","","spray","1.5 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","67%","Spandex","25%","Cupro","8%","","Knit","Blue","","01/02/2025","","","","","N/A","130cm","110","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dbb4"
"1434","0","SS0133WN","","","","spray","1.5 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","67%","Spandex","25%","Cupro","8%","","Knit","Blue","","01/02/2025","","","","","N/A","130cm","110","","","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dbb7"
"1435","0","CC3223","","","","spray","3 ppm 7 pump 20 Fabric 0.02 ISO Air/Other","Recycled Polyester","80%","Spandex","20%","","0%","","Knit","Black ","","01/02/2025","","","","","Texwell","62""","220","","","","Texwell","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e0f1aeaaf02c8b3dbba"
"1436","0","CC3223","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Recycled Polyester","80%","Spandex","20%","","0%","","Knit","Black ","","01/02/2025","","","","","Texwell","62""","220","","","","Texwell","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbbd"
"1437","0","CC3223","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Recycled Polyester","80%","Spandex","20%","","0%","","Knit","Black ","","01/02/2025","","","","","Texwell","62""","220","","","","Texwell","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbc0"
"1438","0","A5 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated wet, Au/Ag ","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbc3"
"1439","0","B5 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated wet, Ag only","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbc6"
"1440","0","C5 CC3134-F ","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Polyester","88%","Spandex","12%","","0%","","","Blue","","01/02/2025","","","","","","","","","Treated wet, Combo (Au+Ag)","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbc9"
"1441","0","A7 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated wet, Au/Ag ","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbcc"
"1442","0","B7 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated wet, Ag only","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbcf"
"1443","0","C7 Cotton","","","","spray","3 ppm 4 pump 15 Fabric 0.02 ISO50psi Air/Other","Cotton","100%","","0%","","0%","","","Yellow","","01/02/2025","","","","","","","","","Treated wet, Combo (Au+Ag)","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbd2"
"1444","0","Finished Shoe Sample (insole)","","","","spray","Thor+fungal ppm  pump  Fabric  ISO Air/Other","","100%","","0%","","0%","","NA","-","","01/02/2025","","","","","NA","NA","0","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbd5"
"1445","0","Finished Shoe Sample- Control (coated)","","","","spray","Thor+fungal ppm  pump  Fabric  ISO Air/Other","","100%","","0%","","0%","","NA","-","","01/02/2025","","","","","NA","NA","0","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbd8"
"1446","0","Finished Shoe Sample (insole)","","","","spray","Thor+fungal ppm  pump  Fabric  ISO Air/Other","","100%","","0%","","0%","","NA","-","","01/02/2025","","","","","NA","NA","0","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbdb"
"1447","0","Finished Shoe Sample- Control (insole)","","","","spray","Thor+fungal ppm  pump  Fabric  ISO Air/Other","","100%","","0%","","0%","","NA","-","","01/02/2025","","","","","NA","NA","0","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbde"
"1448","0","AA0095","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","90%","Spandex","10%"," ","0%","","NA","LIMOGES","","01/02/2025","","","","","NA","","163","Poly 75D/72F + Spandex 30D","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbe1"
"1449","0","AA0095","","","","spray","2 ppm 7 pump 10 Fabric 0.02 ISO Air/Other","Polyester","90%","Spandex","10%"," ","0%","","NA","LIMOGES","","01/02/2025","","","","","NA","","163","Poly 75D/72F + Spandex 31D","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbe4"
"1450","0","AA0095","","","","spray","2 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","90%","Spandex","10%"," ","0%","","NA","Black","","01/02/2025","","","","","NA","","163","Poly 75D/72F + Spandex 32D","Bodynits self treated for recipe trial ","","Bodynits","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbe7"
"1451","0","Finished Shoe Sample (coated)","","","","spray","Thor+fungal ppm  pump  Fabric  ISO Air/Other","","100%","","0%","","0%","","NA","-","","01/02/2025","","","","","NA","NA","0","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbea"
"1452","0","Finished Shoe Sample- Control (coated)","","","","spray","Thor+fungal ppm  pump  Fabric  ISO Air/Other","","100%","","0%","","0%","","NA","-","","01/02/2025","","","","","NA","NA","0","","","","West Jordan","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbed"
"1453","0","AA0281","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Polyester","74%","Spandex","26%"," ","0%","","Knit","Black ","","01/02/2025","","","","","NA","-","0","","CAVICO Fabric #128","","Longson","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbf0"
"1454","0","ZD7004","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbf3"
"1455","10","ZD7004","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbf6"
"1456","20","ZD7004","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbf9"
"1457","30","ZD7004","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e101aeaaf02c8b3dbfc"
"1458","40","ZD7004","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e111aeaaf02c8b3dbff"
"1459","0","ZD7004 (MHB, PB)","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e111aeaaf02c8b3dc02"
"1460","10","ZD7004 (MHB, PB)","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e111aeaaf02c8b3dc05"
"1461","0","ZD7004 (TSB,MHB)","","","","spray","3 ppm 7 pump 15 Fabric 0.02 ISO Air/Other","Nylon","72%","Spandex","28%","","0%","","Knit","White","","01/02/2025","","","","","NA","-","300","","吸水性不佳","","West Jordan","299/296/300","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00%","0","67772e111aeaaf02c8b3dc08"
